profile_id,device_info,os,browser,screen,device_type
Windows | UnknownOS | chrome 62.0 | UnknownScreen,Windows,nan,chrome 62.0,nan,desktop
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 2048x1536,iOS Device,iOS 10.2.1,mobile safari 10.0,2048x1536,mobile
CAM-L03 Build/HUAWEICAM-L03 | UnknownOS | chrome 61.0 for android | UnknownScreen,CAM-L03 Build/HUAWEICAM-L03,nan,chrome 61.0 for android,nan,mobile
MotoG3-TE Build/MPDS24.65-33-1-3 | UnknownOS | chrome 61.0 for android | UnknownScreen,MotoG3-TE Build/MPDS24.65-33-1-3,nan,chrome 61.0 for android,nan,mobile
iOS Device | iOS 10.2.1 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.2.1,mobile safari 10.0,1334x750,mobile
Moto C Plus Build/NRD90M.05.034 | UnknownOS | chrome 58.0 for android | UnknownScreen,Moto C Plus Build/NRD90M.05.034,nan,chrome 58.0 for android,nan,mobile
MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1440x900,MacOS,Mac OS X 10_11_6,chrome 63.0,1440x900,desktop
Ilium LT510 Build/MRA58K | UnknownOS | chrome 61.0 for android | UnknownScreen,Ilium LT510 Build/MRA58K,nan,chrome 61.0 for android,nan,mobile
iOS Device | iOS 11.2.1 | mobile safari generic | 1334x750,iOS Device,iOS 11.2.1,mobile safari generic,1334x750,mobile
Windows | Windows 10 | chrome generic | 1680x1050,Windows,Windows 10,chrome generic,1680x1050,desktop
iOS Device | iOS 10.1.1 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.1.1,mobile safari 10.0,1334x750,mobile
SM-N910V Build/MMB29M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-N910V Build/MMB29M,nan,chrome 63.0 for android,nan,mobile
MacOS | Mac OS X 10_13_1 | safari generic | 1440x900,MacOS,Mac OS X 10_13_1,safari generic,1440x900,desktop
SM-G930V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,mobile
SM-G610F | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G610F,nan,chrome 63.0 for android,nan,mobile
SAMSUNG SM-G900M Build/LRX21T | UnknownOS | chrome generic | UnknownScreen,SAMSUNG SM-G900M Build/LRX21T,nan,chrome generic,nan,mobile
Build/OPR6.170623.013 | UnknownOS | UnknownBrowser | UnknownScreen,Build/OPR6.170623.013,nan,nan,nan,mobile
MacOS | Mac OS X 10_11_6 | safari generic | 1920x1200,MacOS,Mac OS X 10_11_6,safari generic,1920x1200,desktop
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 60.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,nan,chrome 60.0 for android,nan,mobile
F3213 Build/36.0.A.2.146 | UnknownOS | chrome 61.0 for android | UnknownScreen,F3213 Build/36.0.A.2.146,nan,chrome 61.0 for android,nan,mobile
Windows | Windows 10 | chrome 60.0 | 1366x768,Windows,Windows 10,chrome 60.0,1366x768,desktop
Moto | UnknownOS | chrome 62.0 for android | UnknownScreen,Moto,nan,chrome 62.0 for android,nan,mobile
MacOS | Mac OS X 10_10_5 | safari generic | 1366x768,MacOS,Mac OS X 10_10_5,safari generic,1366x768,desktop
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 43.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,nan,chrome 43.0 for android,nan,mobile
rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 1280x800,rv:57.0,Mac OS X 10.13,firefox 57.0,1280x800,desktop
SM-A520F Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-A520F Build/NRD90M,nan,chrome 63.0 for android,nan,mobile
iOS Device | iOS 10.2.0 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.2.0,mobile safari 10.0,1334x750,mobile
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1366x768,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1366x768,desktop
MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1280x800,MacOS,Mac OS X 10_11_6,chrome 62.0,1280x800,desktop
SM-G955U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2220x1080,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,2220x1080,mobile
MacOS | Mac OS X 10_12_2 | safari generic | 1280x800,MacOS,Mac OS X 10_12_2,safari generic,1280x800,desktop
Windows | Windows 10 | edge 16.0 | 1366x768,Windows,Windows 10,edge 16.0,1366x768,desktop
SAMSUNG SM-G925T Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440,SAMSUNG SM-G925T Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,mobile
SAMSUNG SM-A520F Build/NRD90M | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-A520F Build/NRD90M,nan,samsung browser 6.2,nan,mobile
Win64 | Windows 10 | edge 14.0 | UnknownScreen,Win64,Windows 10,edge 14.0,nan,desktop
Pixel Build/OPM1.171019.011 | UnknownOS | chrome 63.0 for android | UnknownScreen,Pixel Build/OPM1.171019.011,nan,chrome 63.0 for android,nan,mobile
MacOS | Mac OS X 10_11_6 | safari generic | 1366x768,MacOS,Mac OS X 10_11_6,safari generic,1366x768,desktop
SM-J730GM Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J730GM Build/NRD90M,nan,chrome 63.0 for android,nan,mobile
Moto C Plus Build/NRD90M.05.034 | UnknownOS | chrome 62.0 for android | UnknownScreen,Moto C Plus Build/NRD90M.05.034,nan,chrome 62.0 for android,nan,mobile
LG-K410 Build/LRX22G | UnknownOS | chrome 61.0 for android | UnknownScreen,LG-K410 Build/LRX22G,nan,chrome 61.0 for android,nan,mobile
LG-M700 Build/NMF26X | UnknownOS | other | UnknownScreen,LG-M700 Build/NMF26X,nan,other,nan,mobile
rv:56.0 | UnknownOS | firefox 56.0 | UnknownScreen,rv:56.0,nan,firefox 56.0,nan,desktop
MacOS | Mac | chrome 62.0 | 1920x1080,MacOS,Mac,chrome 62.0,1920x1080,desktop
rv:57.0 | Windows 10 | firefox | 1366x768,rv:57.0,Windows 10,firefox,1366x768,desktop
MacOS | Mac OS X 10_13_1 | safari generic | 1920x1080,MacOS,Mac OS X 10_13_1,safari generic,1920x1080,desktop
iOS Device | iOS 11.0.0 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.0.0,mobile safari 11.0,2208x1242,mobile
Ilium LT500 Build/LMY47O | UnknownOS | chrome 59.0 for android | UnknownScreen,Ilium LT500 Build/LMY47O,nan,chrome 59.0 for android,nan,mobile
Moto C Build/NRD90M.046 | UnknownOS | chrome 62.0 for android | UnknownScreen,Moto C Build/NRD90M.046,nan,chrome 62.0 for android,nan,mobile
TA-1025 | UnknownOS | chrome 63.0 for android | UnknownScreen,TA-1025,nan,chrome 63.0 for android,nan,mobile
XT1053 Build/LPAS23.12-21.7-1 | UnknownOS | chrome | UnknownScreen,XT1053 Build/LPAS23.12-21.7-1,nan,chrome,nan,mobile
UnknownDevice | Linux | chrome 63.0 | 2560x1440,nan,Linux,chrome 63.0,2560x1440,desktop
MacOS | Mac OS X 10_9_5 | safari generic | 1440x900,MacOS,Mac OS X 10_9_5,safari generic,1440x900,desktop
AX920 | UnknownOS | chrome 63.0 for android | UnknownScreen,AX920,nan,chrome 63.0 for android,nan,mobile
rv:11.0 | Windows 7 | ie 11.0 for desktop | UnknownScreen,rv:11.0,Windows 7,ie 11.0 for desktop,nan,desktop
SM-J105B Build/LMY47V | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J105B Build/LMY47V,nan,chrome 63.0 for android,nan,mobile
6039A Build/LRX22G | UnknownOS | chrome 63.0 for android | UnknownScreen,6039A Build/LRX22G,nan,chrome 63.0 for android,nan,mobile
iOS Device | iOS | mobile safari 8.0 | 2048x1536,iOS Device,iOS,mobile safari 8.0,2048x1536,mobile
iOS Device | iOS 11.1.1 | mobile safari generic | 1334x750,iOS Device,iOS 11.1.1,mobile safari generic,1334x750,mobile
F8331 Build/41.2.A.7.76 | UnknownOS | chrome 62.0 for android | UnknownScreen,F8331 Build/41.2.A.7.76,nan,chrome 62.0 for android,nan,mobile
Ilium X510 Build/MRA58K | UnknownOS | chrome 49.0 for android | UnknownScreen,Ilium X510 Build/MRA58K,nan,chrome 49.0 for android,nan,mobile
LGMS550 Build/MXB48T | UnknownOS | chrome 58.0 for android | UnknownScreen,LGMS550 Build/MXB48T,nan,chrome 58.0 for android,nan,mobile
SM-A520F Build/MMB29K | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-A520F Build/MMB29K,nan,chrome 63.0 for android,nan,mobile
Windows | Windows 10 | edge 16.0 | 2736x1824,Windows,Windows 10,edge 16.0,2736x1824,desktop
C6906 Build/14.6.A.1.236 | UnknownOS | chrome 63.0 for android | UnknownScreen,C6906 Build/14.6.A.1.236,nan,chrome 63.0 for android,nan,mobile
SM-A710M Build/LMY47X | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-A710M Build/LMY47X,nan,chrome 62.0 for android,nan,mobile
SM-G928T Build/NRD90M | Android 7.0 | chrome 63.0 for android | UnknownScreen,SM-G928T Build/NRD90M,Android 7.0,chrome 63.0 for android,nan,mobile
SM-G935T Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G935T Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
iOS Device | iOS 11.2.5 | mobile safari 11.0 | 1334x750,iOS Device,iOS 11.2.5,mobile safari 11.0,1334x750,mobile
rv:52.0 | Windows 10 | firefox | 1600x900,rv:52.0,Windows 10,firefox,1600x900,desktop
E5506 Build/29.2.A.0.166 | UnknownOS | chrome 63.0 for android | UnknownScreen,E5506 Build/29.2.A.0.166,nan,chrome 63.0 for android,nan,mobile
LG-K450 Build/MXB48T | Android 6.0.1 | chrome 63.0 for android | 1280x720,LG-K450 Build/MXB48T,Android 6.0.1,chrome 63.0 for android,1280x720,mobile
Lenovo A2016b30 Build/MRA58K | UnknownOS | chrome 50.0 for android | UnknownScreen,Lenovo A2016b30 Build/MRA58K,nan,chrome 50.0 for android,nan,mobile
orbis | UnknownOS | chrome 63.0 for android | UnknownScreen,orbis,nan,chrome 63.0 for android,nan,mobile
SM-G925I Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G925I Build/NRD90M,nan,chrome 63.0 for android,nan,mobile
iOS Device | iOS 11.2.1 | mobile safari generic | 2001x1125,iOS Device,iOS 11.2.1,mobile safari generic,2001x1125,mobile
Windows | Windows 7 | chrome 51.0 | 1600x900,Windows,Windows 7,chrome 51.0,1600x900,desktop
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1280x1024,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1280x1024,desktop
Windows | Windows 10 | chrome 63.0 | 2400x1350,Windows,Windows 10,chrome 63.0,2400x1350,desktop
Blade A475 Build/LMY47D | UnknownOS | chrome 52.0 for android | UnknownScreen,Blade A475 Build/LMY47D,nan,chrome 52.0 for android,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari 11.0 | 2436x1125,iOS Device,iOS 11.2.5,mobile safari 11.0,2436x1125,mobile
iOS Device | iOS 11.1.0 | mobile safari 11.0 | 1334x750,iOS Device,iOS 11.1.0,mobile safari 11.0,1334x750,mobile
iOS Device | iOS 10.3.2 | mobile safari generic | 2048x1536,iOS Device,iOS 10.3.2,mobile safari generic,2048x1536,mobile
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 2880x1800,MacOS,Mac OS X 10_13_2,chrome 63.0,2880x1800,desktop
XT1635-01 Build/NDNS26.118-23-12-3 | Android 7.1.1 | chrome 62.0 for android | 1920x1080,XT1635-01 Build/NDNS26.118-23-12-3,Android 7.1.1,chrome 62.0 for android,1920x1080,mobile
Pixel | Android 8.0.0 | chrome 62.0 for android | UnknownScreen,Pixel,Android 8.0.0,chrome 62.0 for android,nan,mobile
5095I Build/MRA58K | UnknownOS | chrome 63.0 for android | UnknownScreen,5095I Build/MRA58K,nan,chrome 63.0 for android,nan,mobile
SAMSUNG-SM-G900A Build/LRX21T | Android 5.0 | chrome 63.0 for android | 1920x1080,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 63.0 for android,1920x1080,mobile
SM-G930P Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080,SM-G930P Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,mobile
HTC Desire 626s Build/LMY47O | UnknownOS | chrome 59.0 for android | UnknownScreen,HTC Desire 626s Build/LMY47O,nan,chrome 59.0 for android,nan,mobile
LG-D320 Build/KOT49I.V10a | UnknownOS | chrome 63.0 for android | UnknownScreen,LG-D320 Build/KOT49I.V10a,nan,chrome 63.0 for android,nan,mobile
Windows | Windows 8.1 | chrome 63.0 | 1366x768,Windows,Windows 8.1,chrome 63.0,1366x768,desktop
MacOS | Mac OS X 10_13_1 | chrome 63.0 | 2560x1600,MacOS,Mac OS X 10_13_1,chrome 63.0,2560x1600,desktop
Blade | UnknownOS | chrome 63.0 for android | UnknownScreen,Blade,nan,chrome 63.0 for android,nan,mobile
iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2224x1668,iOS Device,iOS 11.2.1,mobile safari 11.0,2224x1668,mobile
rv:48.0 | Mac | firefox 48.0 | 1920x1080,rv:48.0,Mac,firefox 48.0,1920x1080,desktop
MYA-L13 Build/HUAWEIMYA-L13 | UnknownOS | chrome 63.0 for android | UnknownScreen,MYA-L13 Build/HUAWEIMYA-L13,nan,chrome 63.0 for android,nan,mobile
LG-LS997 Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2560x1440,LG-LS997 Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
MacOS | Mac OS X 10_11_6 | chrome 63.0 | 2560x1440,MacOS,Mac OS X 10_11_6,chrome 63.0,2560x1440,desktop
LG-TP260 Build/NRD90U | Android 7.0 | chrome 61.0 for android | 1280x720,LG-TP260 Build/NRD90U,Android 7.0,chrome 61.0 for android,1280x720,mobile
MacOS | Mac | chrome 63.0 | 1440x900,MacOS,Mac,chrome 63.0,1440x900,desktop
Android 5.1 | UnknownOS | chrome 43.0 for android | UnknownScreen,Android 5.1,nan,chrome 43.0 for android,nan,mobile
TA-1039 Build/NMF26F | UnknownOS | other | UnknownScreen,TA-1039 Build/NMF26F,nan,other,nan,mobile
SAMSUNG | Android 7.0 | samsung browser 6.2 | 2560x1440,SAMSUNG,Android 7.0,samsung browser 6.2,2560x1440,mobile
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 61.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,nan,chrome 61.0 for android,nan,mobile
SAMSUNG SM-G950F Build/NRD90M | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-G950F Build/NRD90M,nan,samsung browser 6.2,nan,mobile
Blade V6 Max Build/MRA58K | UnknownOS | chrome 58.0 for android | UnknownScreen,Blade V6 Max Build/MRA58K,nan,chrome 58.0 for android,nan,mobile
UnknownDevice | Linux | chrome 62.0 | 2400x1600,nan,Linux,chrome 62.0,2400x1600,desktop
iOS Device | iOS 11.0.3 | mobile safari generic | 2048x1536,iOS Device,iOS 11.0.3,mobile safari generic,2048x1536,mobile
SM-G950U Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2220x1080,SM-G950U Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,mobile
SM-J727T Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1280x720,SM-J727T Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,mobile
MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1440x900,MacOS,Mac OS X 10_10_5,chrome 63.0,1440x900,desktop
SM-G550T1 Build/MMB29K | Android 6.0.1 | chrome 62.0 for android | 1280x720,SM-G550T1 Build/MMB29K,Android 6.0.1,chrome 62.0 for android,1280x720,mobile
CAM-L03 Build/HUAWEICAM-L03 | UnknownOS | chrome 54.0 for android | UnknownScreen,CAM-L03 Build/HUAWEICAM-L03,nan,chrome 54.0 for android,nan,mobile
SM-N920V Build/NRD90M | Android 7.0 | chrome 63.0 for android | UnknownScreen,SM-N920V Build/NRD90M,Android 7.0,chrome 63.0 for android,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.2.5,mobile safari 11.0,2208x1242,mobile
MacOS | Mac OS X 10_12_3 | safari generic | 1366x768,MacOS,Mac OS X 10_12_3,safari generic,1366x768,desktop
UnknownDevice | Linux | chrome generic | 1920x1080,nan,Linux,chrome generic,1920x1080,desktop
iOS Device | iOS 10.3.3 | chrome 63.0 for ios | 2048x1536,iOS Device,iOS 10.3.3,chrome 63.0 for ios,2048x1536,mobile
iOS Device | iOS | mobile safari 10.0 | 1334x750,iOS Device,iOS,mobile safari 10.0,1334x750,mobile
SM-G920V Build/MMB29K | Android 6.0.1 | chrome 62.0 for android | 2560x1440,SM-G920V Build/MMB29K,Android 6.0.1,chrome 62.0 for android,2560x1440,mobile
iOS Device | iOS 11.2.1 | mobile safari generic | 1136x640,iOS Device,iOS 11.2.1,mobile safari generic,1136x640,mobile
SAMSUNG-SM-G891A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
MacOS | Mac OS X 10_11_6 | chrome 63.0 | 2560x1600,MacOS,Mac OS X 10_11_6,chrome 63.0,2560x1600,desktop
SGH-I337M Build/LRX22C | UnknownOS | chrome 50.0 for android | UnknownScreen,SGH-I337M Build/LRX22C,nan,chrome 50.0 for android,nan,mobile
MacOS | Mac OS X 10_12_6 | safari generic | 3360x2100,MacOS,Mac OS X 10_12_6,safari generic,3360x2100,desktop
Z831 | Android 6.0.1 | chrome 59.0 for android | 855x480,Z831,Android 6.0.1,chrome 59.0 for android,855x480,mobile
GT-P3100 | UnknownOS | chrome generic for android | UnknownScreen,GT-P3100,nan,chrome generic for android,nan,mobile
SM-A300H Build/LRX22G | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-A300H Build/LRX22G,nan,chrome 62.0 for android,nan,mobile
rv:57.0 | Mac OS X 10.11 | firefox 57.0 | 2560x1440,rv:57.0,Mac OS X 10.11,firefox 57.0,2560x1440,desktop
MacOS | Mac OS X 10_11_6 | chrome 61.0 | 2560x1600,MacOS,Mac OS X 10_11_6,chrome 61.0,2560x1600,desktop
SM-A720F Build/MMB29K | UnknownOS | chrome 61.0 for android | UnknownScreen,SM-A720F Build/MMB29K,nan,chrome 61.0 for android,nan,mobile
iOS Device | iOS | mobile safari 9.0 | 1024x768,iOS Device,iOS,mobile safari 9.0,1024x768,mobile
SM-G930F Build/NRD90M | UnknownOS | chrome 58.0 for android | UnknownScreen,SM-G930F Build/NRD90M,nan,chrome 58.0 for android,nan,mobile
LG-H500 Build/LRX21Y | UnknownOS | chrome 63.0 for android | UnknownScreen,LG-H500 Build/LRX21Y,nan,chrome 63.0 for android,nan,mobile
rv:57.0 | Windows 10 | firefox | 1600x900,rv:57.0,Windows 10,firefox,1600x900,desktop
SM-G800M Build/KOT49H | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G800M Build/KOT49H,nan,chrome 63.0 for android,nan,mobile
Windows | Windows 7 | chrome 63.0 | 1280x800,Windows,Windows 7,chrome 63.0,1280x800,desktop
Moto C Plus Build/NRD90M.05.034 | UnknownOS | chrome 63.0 for android | UnknownScreen,Moto C Plus Build/NRD90M.05.034,nan,chrome 63.0 for android,nan,mobile
SM-J700M Build/LMY48B | UnknownOS | chrome 60.0 for android | UnknownScreen,SM-J700M Build/LMY48B,nan,chrome 60.0 for android,nan,mobile
LG-H650 Build/MRA58K | UnknownOS | chrome 63.0 for android | UnknownScreen,LG-H650 Build/MRA58K,nan,chrome 63.0 for android,nan,mobile
SAMSUNG | Android 6.0.1 | samsung browser 6.2 | 2560x1440,SAMSUNG,Android 6.0.1,samsung browser 6.2,2560x1440,mobile
SM-J700M Build/MMB29K | UnknownOS | chrome 59.0 for android | UnknownScreen,SM-J700M Build/MMB29K,nan,chrome 59.0 for android,nan,mobile
MotoG3 Build/MPIS24.65-33.1-2-16 | UnknownOS | chrome 61.0 for android | UnknownScreen,MotoG3 Build/MPIS24.65-33.1-2-16,nan,chrome 61.0 for android,nan,mobile
HUAWEI TAG-L13 Build/HUAWEITAG-L13 | UnknownOS | chrome 60.0 for android | UnknownScreen,HUAWEI TAG-L13 Build/HUAWEITAG-L13,nan,chrome 60.0 for android,nan,mobile
HTC Desire 650 Build/MMB29M | UnknownOS | chrome 63.0 for android | UnknownScreen,HTC Desire 650 Build/MMB29M,nan,chrome 63.0 for android,nan,mobile
ONE | UnknownOS | chrome 63.0 for android | UnknownScreen,ONE,nan,chrome 63.0 for android,nan,mobile
5054S Build/LMY47V | UnknownOS | chrome 61.0 for android | UnknownScreen,5054S Build/LMY47V,nan,chrome 61.0 for android,nan,mobile
SAMSUNG-SGH-I337 | UnknownOS | chrome 63.0 for android | UnknownScreen,SAMSUNG-SGH-I337,nan,chrome 63.0 for android,nan,mobile
SM-G930U Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G930U Build/NRD90M,nan,chrome 63.0 for android,nan,mobile
SAMSUNG SM-G928G Build/NRD90M | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-G928G Build/NRD90M,nan,samsung browser 6.2,nan,mobile
HTC Desire 10 lifestyle Build/MMB29M | UnknownOS | chrome 51.0 for android | UnknownScreen,HTC Desire 10 lifestyle Build/MMB29M,nan,chrome 51.0 for android,nan,mobile
Pixel 2 Build/OPM1.171019.011 | Android 8.1.0 | chrome 63.0 for android | UnknownScreen,Pixel 2 Build/OPM1.171019.011,Android 8.1.0,chrome 63.0 for android,nan,mobile
Windows | Windows 10 | chrome 63.0 | 1280x1024,Windows,Windows 10,chrome 63.0,1280x1024,desktop
SM-J320M Build/LMY47V | UnknownOS | chrome 59.0 for android | UnknownScreen,SM-J320M Build/LMY47V,nan,chrome 59.0 for android,nan,mobile
SM-G920V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2560x1440,SM-G920V Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
Lenovo K33b36 Build/NRD90N | UnknownOS | chrome 63.0 for android | UnknownScreen,Lenovo K33b36 Build/NRD90N,nan,chrome 63.0 for android,nan,mobile
F3313 Build/37.0.A.2.108 | UnknownOS | chrome 61.0 for android | UnknownScreen,F3313 Build/37.0.A.2.108,nan,chrome 61.0 for android,nan,mobile
SM-G532M Build/MMB29T | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G532M Build/MMB29T,nan,chrome 63.0 for android,nan,mobile
Windows | Windows 10 | chrome 60.0 | 1600x900,Windows,Windows 10,chrome 60.0,1600x900,desktop
LG-H542 Build/MRA58K | UnknownOS | chrome 50.0 for android | UnknownScreen,LG-H542 Build/MRA58K,nan,chrome 50.0 for android,nan,mobile
HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | UnknownOS | chrome 63.0 for android | UnknownScreen,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,nan,chrome 63.0 for android,nan,mobile
SM-A510M Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-A510M Build/NRD90M,nan,chrome 63.0 for android,nan,mobile
SM-G720AX | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G720AX,nan,chrome 63.0 for android,nan,mobile
G3313 Build/43.0.A.5.79 | UnknownOS | chrome 63.0 for android | UnknownScreen,G3313 Build/43.0.A.5.79,nan,chrome 63.0 for android,nan,mobile
SM-G900M Build/MMB29M | UnknownOS | chrome 49.0 for android | UnknownScreen,SM-G900M Build/MMB29M,nan,chrome 49.0 for android,nan,mobile
MotoG3 Build/MPI24.65-33.1-2 | UnknownOS | chrome 62.0 for android | UnknownScreen,MotoG3 Build/MPI24.65-33.1-2,nan,chrome 62.0 for android,nan,mobile
HTC Desire 10 lifestyle Build/MMB29M | UnknownOS | chrome 61.0 for android | UnknownScreen,HTC Desire 10 lifestyle Build/MMB29M,nan,chrome 61.0 for android,nan,mobile
E2006 | UnknownOS | chrome 62.0 for android | UnknownScreen,E2006,nan,chrome 62.0 for android,nan,mobile
LG-D320 Build/KOT49I.V10a | UnknownOS | chrome 57.0 for android | UnknownScreen,LG-D320 Build/KOT49I.V10a,nan,chrome 57.0 for android,nan,mobile
SM-T530 | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-T530,nan,chrome 63.0 for android,nan,mobile
Infinit | UnknownOS | chrome 63.0 for android | UnknownScreen,Infinit,nan,chrome 63.0 for android,nan,mobile
SM-J110M Build/LMY48B | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-J110M Build/LMY48B,nan,chrome 62.0 for android,nan,mobile
